date,store_nbr,family,onpromotion,sales
2017-08-13,27,BABY CARE,0,0.0
2017-08-13,27,BEAUTY,1,2.0
2017-08-13,27,BEVERAGES,12,4392.0
2017-08-13,27,BOOKS,0,1.0
2017-08-13,27,BREAD/BAKERY,11,905.246
2017-08-13,27,CELEBRATION,0,10.0
2017-08-13,27,CLEANING,11,1025.0
2017-08-13,27,DAIRY,26,1461.0
2017-08-13,27,DELI,7,415.794
2017-08-13,27,EGGS,0,323.0
2017-08-13,27,FROZEN FOODS,1,159.892
2017-08-13,27,GROCERY I,33,5220.0
2017-08-13,27,GROCERY II,0,37.0
2017-08-13,27,HARDWARE,0,8.0
2017-08-13,27,HOME AND KITCHEN I,1,28.0
2017-08-13,27,HOME AND KITCHEN II,3,39.0
2017-08-13,27,HOME APPLIANCES,0,0.0
2017-08-13,27,HOME CARE,7,284.0
2017-08-13,27,LADIESWEAR,0,16.0
2017-08-13,27,LAWN AND GARDEN,0,45.0
2017-08-13,27,LINGERIE,0,18.0
2017-08-13,27,"LIQUOR,WINE,BEER",4,131.0
2017-08-13,27,MAGAZINES,0,7.0
2017-08-13,27,MEATS,0,330.70502
2017-08-13,27,PERSONAL CARE,11,338.0
2017-08-13,27,PET SUPPLIES,0,12.0
2017-08-13,27,PLAYERS AND ELECTRONICS,0,10.0
2017-08-13,27,POULTRY,0,487.426
2017-08-13,27,PREPARED FOODS,0,105.834
2017-08-13,27,PRODUCE,10,3216.342
2017-08-13,27,SCHOOL AND OFFICE SUPPLIES,0,3.0
2017-08-13,27,SEAFOOD,0,23.296
2017-08-13,28,AUTOMOTIVE,0,8.0
2017-08-13,28,BABY CARE,0,0.0
2017-08-13,28,BEAUTY,1,4.0
2017-08-13,28,BEVERAGES,37,5036.0
2017-08-13,28,BOOKS,0,0.0
2017-08-13,28,BREAD/BAKERY,83,1032.0
2017-08-13,28,CELEBRATION,0,15.0
2017-08-13,28,CLEANING,25,1333.0
2017-08-13,28,DAIRY,24,1434.0
2017-08-13,28,DELI,9,478.18
2017-08-13,28,EGGS,1,285.0
2017-08-13,28,FROZEN FOODS,1,86.95
2017-08-13,28,GROCERY I,60,11002.664
2017-08-13,28,GROCERY II,4,47.0
2017-08-13,28,HARDWARE,0,2.0
2017-08-13,28,HOME AND KITCHEN I,2,39.0
2017-08-13,28,HOME AND KITCHEN II,2,17.0
2017-08-13,28,HOME APPLIANCES,0,0.0
2017-08-13,28,HOME CARE,9,359.0
2017-08-13,28,LADIESWEAR,0,0.0
2017-08-13,28,LAWN AND GARDEN,0,8.0
2017-08-13,28,LINGERIE,0,8.0
2017-08-13,28,"LIQUOR,WINE,BEER",4,55.0
2017-08-13,28,MAGAZINES,0,1.0
2017-08-13,28,MEATS,0,225.448
2017-08-13,28,PERSONAL CARE,9,324.0
2017-08-13,28,PET SUPPLIES,0,6.0
2017-08-13,28,PLAYERS AND ELECTRONICS,0,10.0
2017-08-13,28,POULTRY,0,291.083
2017-08-13,28,PREPARED FOODS,0,126.978
2017-08-13,28,PRODUCE,5,1932.402
2017-08-13,28,SCHOOL AND OFFICE SUPPLIES,0,2.0
2017-08-13,28,SEAFOOD,0,2.0
2017-08-13,29,AUTOMOTIVE,0,4.0
2017-08-13,29,BABY CARE,0,0.0
2017-08-13,29,BEAUTY,1,5.0
2017-08-13,29,BEVERAGES,34,4674.0
2017-08-13,29,BOOKS,0,0.0
2017-08-13,29,BREAD/BAKERY,84,1114.0
2017-08-13,29,CELEBRATION,0,8.0
2017-08-13,29,CLEANING,28,1224.0
2017-08-13,29,DAIRY,27,1110.0
2017-08-13,29,DELI,6,409.808
2017-08-13,29,EGGS,1,290.0
2017-08-13,29,FROZEN FOODS,1,65.0
2017-08-13,29,GROCERY I,66,5512.039
2017-08-13,29,GROCERY II,5,27.0
2017-08-13,29,HARDWARE,0,5.0
2017-08-13,29,HOME AND KITCHEN I,2,41.0
2017-08-13,29,HOME AND KITCHEN II,2,21.0
2017-08-13,29,HOME APPLIANCES,0,0.0
2017-08-13,29,HOME CARE,6,324.0
2017-08-13,29,LADIESWEAR,0,0.0
2017-08-13,29,LAWN AND GARDEN,0,8.0
2017-08-13,29,LINGERIE,0,9.0
2017-08-13,29,"LIQUOR,WINE,BEER",3,42.0
2017-08-13,29,MAGAZINES,0,3.0
2017-08-13,29,MEATS,0,157.371
2017-08-13,29,PERSONAL CARE,9,272.0
2017-08-13,29,PET SUPPLIES,0,6.0
2017-08-13,29,PLAYERS AND ELECTRONICS,0,10.0
2017-08-13,29,POULTRY,1,218.471
2017-08-13,29,PREPARED FOODS,1,89.765
2017-08-13,29,PRODUCE,7,1536.727
2017-08-13,29,SCHOOL AND OFFICE SUPPLIES,0,1.0
2017-08-13,29,SEAFOOD,0,12.0
2017-08-13,3,AUTOMOTIVE,0,15.0
2017-08-13,3,BABY CARE,0,0.0
2017-08-13,3,BEAUTY,2,26.0
2017-08-13,3,BEVERAGES,13,8423.0
2017-08-13,3,BOOKS,0,0.0
2017-08-13,3,BREAD/BAKERY,11,1182.917
2017-08-13,3,CELEBRATION,0,26.0
2017-08-13,3,CLEANING,18,1887.0
2017-08-13,3,DAIRY,24,2167.0
2017-08-13,3,DELI,8,395.272
2017-08-13,3,EGGS,0,555.0
2017-08-13,3,FROZEN FOODS,1,361.183
2017-08-13,3,GROCERY I,36,7749.0
2017-08-13,3,GROCERY II,0,85.0
2017-08-13,3,HARDWARE,0,2.0
2017-08-13,3,HOME AND KITCHEN I,0,111.0
2017-08-13,3,HOME AND KITCHEN II,1,51.0
2017-08-13,3,HOME APPLIANCES,0,0.0
2017-08-13,3,HOME CARE,9,587.0
2017-08-13,3,LADIESWEAR,0,68.0
2017-08-13,3,LAWN AND GARDEN,0,42.0
2017-08-13,3,LINGERIE,2,28.0
2017-08-13,3,"LIQUOR,WINE,BEER",7,212.0
2017-08-13,3,MAGAZINES,0,33.0
2017-08-13,3,MEATS,0,697.172
2017-08-13,3,PERSONAL CARE,15,700.0
2017-08-13,3,PET SUPPLIES,0,18.0
2017-08-13,3,PLAYERS AND ELECTRONICS,0,34.0
2017-08-13,3,POULTRY,0,1094.738
2017-08-13,3,PREPARED FOODS,0,198.679
2017-08-13,3,PRODUCE,7,8017.7603
2017-08-13,3,SCHOOL AND OFFICE SUPPLIES,0,1.0
2017-08-13,3,SEAFOOD,0,77.398
2017-08-13,30,AUTOMOTIVE,0,1.0
2017-08-13,30,BABY CARE,0,3.0
2017-08-13,30,BEAUTY,0,0.0
2017-08-13,30,BEVERAGES,22,1517.0
2017-08-13,30,BOOKS,0,0.0
2017-08-13,30,BREAD/BAKERY,42,222.0
2017-08-13,30,CELEBRATION,0,14.0
2017-08-13,30,CLEANING,16,564.0
2017-08-13,30,DAIRY,12,286.0
2017-08-13,30,DELI,6,112.0
2017-08-13,30,EGGS,1,203.0
2017-08-13,30,FROZEN FOODS,0,25.0
2017-08-13,30,GROCERY I,51,1938.0
2017-08-13,30,GROCERY II,3,12.0
2017-08-13,30,HARDWARE,0,1.0
2017-08-13,30,HOME AND KITCHEN I,1,19.0
2017-08-13,30,HOME AND KITCHEN II,0,6.0
2017-08-13,30,HOME APPLIANCES,0,0.0
2017-08-13,30,HOME CARE,5,118.0
2017-08-13,30,LADIESWEAR,0,6.0
2017-08-13,30,LAWN AND GARDEN,0,0.0
2017-08-13,30,LINGERIE,0,3.0
2017-08-13,30,"LIQUOR,WINE,BEER",1,25.0
2017-08-13,30,MAGAZINES,0,0.0
2017-08-13,30,MEATS,0,56.191
2017-08-13,30,PERSONAL CARE,3,91.0
2017-08-13,30,PET SUPPLIES,0,2.0
2017-08-13,30,PLAYERS AND ELECTRONICS,0,6.0
2017-08-13,30,POULTRY,0,108.153
2017-08-13,30,PREPARED FOODS,1,29.0
2017-08-13,30,PRODUCE,3,479.459
2017-08-13,30,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-08-13,30,SEAFOOD,0,2.0
2017-08-13,31,AUTOMOTIVE,0,7.0
2017-08-13,31,BABY CARE,0,0.0
2017-08-13,31,BEAUTY,0,1.0
2017-08-13,31,BEVERAGES,27,4169.0
2017-08-13,31,BOOKS,0,0.0
2017-08-13,31,BREAD/BAKERY,67,718.0
2017-08-13,31,CELEBRATION,0,6.0
2017-08-13,31,CLEANING,24,1349.0
2017-08-13,31,DAIRY,18,859.0
2017-08-13,31,DELI,7,273.456
2017-08-13,31,EGGS,1,411.0
2017-08-13,31,FROZEN FOODS,1,42.0
2017-08-13,31,GROCERY I,65,5742.523
2017-08-13,31,GROCERY II,4,9.0
2017-08-13,31,HARDWARE,0,1.0
2017-08-13,31,HOME AND KITCHEN I,1,42.0
2017-08-13,31,HOME AND KITCHEN II,1,33.0
2017-08-13,31,HOME APPLIANCES,0,0.0
2017-08-13,31,HOME CARE,6,349.0
2017-08-13,31,LADIESWEAR,0,1.0
2017-08-13,31,LAWN AND GARDEN,0,7.0
2017-08-13,31,LINGERIE,0,10.0
2017-08-13,31,"LIQUOR,WINE,BEER",2,15.0
2017-08-13,31,MAGAZINES,0,4.0
2017-08-13,31,MEATS,0,373.06702
2017-08-13,31,PERSONAL CARE,11,329.0
2017-08-13,31,PET SUPPLIES,0,5.0
2017-08-13,31,PLAYERS AND ELECTRONICS,0,8.0
2017-08-13,31,POULTRY,0,134.592
2017-08-13,31,PREPARED FOODS,1,112.055
2017-08-13,31,PRODUCE,5,1324.669
2017-08-13,31,SCHOOL AND OFFICE SUPPLIES,0,3.0
2017-08-13,31,SEAFOOD,0,6.0
2017-08-13,32,AUTOMOTIVE,0,1.0
2017-08-13,32,BABY CARE,0,0.0
2017-08-13,32,BEAUTY,0,1.0
2017-08-13,32,BEVERAGES,25,1098.0
2017-08-13,32,BOOKS,0,0.0
2017-08-13,32,BREAD/BAKERY,34,160.0
2017-08-13,32,CELEBRATION,0,10.0
2017-08-13,32,CLEANING,14,433.0
2017-08-13,32,DAIRY,6,219.0
2017-08-13,32,DELI,4,125.0
2017-08-13,32,EGGS,1,173.0
2017-08-13,32,FROZEN FOODS,0,18.0
2017-08-13,32,GROCERY I,47,1676.0
2017-08-13,32,GROCERY II,1,1.0
2017-08-13,32,HARDWARE,0,0.0
2017-08-13,32,HOME AND KITCHEN I,0,10.0
2017-08-13,32,HOME AND KITCHEN II,0,1.0
2017-08-13,32,HOME APPLIANCES,0,0.0
2017-08-13,32,HOME CARE,4,89.0
2017-08-13,32,LADIESWEAR,0,0.0
2017-08-13,32,LAWN AND GARDEN,0,0.0
2017-08-13,32,LINGERIE,0,1.0
2017-08-13,32,"LIQUOR,WINE,BEER",2,42.0
2017-08-13,32,MAGAZINES,0,0.0
2017-08-13,32,MEATS,0,66.024
2017-08-13,32,PERSONAL CARE,4,71.0
2017-08-13,32,PET SUPPLIES,0,1.0
2017-08-13,32,PLAYERS AND ELECTRONICS,0,2.0
2017-08-13,32,POULTRY,0,67.727
2017-08-13,32,PREPARED FOODS,0,12.0
2017-08-13,32,PRODUCE,3,276.838
2017-08-13,32,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-08-13,32,SEAFOOD,0,2.0
2017-08-13,33,AUTOMOTIVE,0,5.0
2017-08-13,33,BABY CARE,0,0.0
2017-08-13,33,BEAUTY,0,5.0
2017-08-13,33,BEVERAGES,22,2090.0
2017-08-13,33,BOOKS,0,0.0
2017-08-13,33,BREAD/BAKERY,43,333.0
2017-08-13,33,CELEBRATION,0,6.0
2017-08-13,33,CLEANING,18,1140.0
2017-08-13,33,DAIRY,16,514.0
2017-08-13,33,DELI,6,250.0
2017-08-13,33,EGGS,1,140.0
2017-08-13,33,FROZEN FOODS,0,41.0
2017-08-13,33,GROCERY I,47,3571.0
2017-08-13,33,GROCERY II,2,5.0
2017-08-13,33,HARDWARE,0,1.0
2017-08-13,33,HOME AND KITCHEN I,1,34.0
2017-08-13,33,HOME AND KITCHEN II,1,30.0
2017-08-13,33,HOME APPLIANCES,0,0.0
2017-08-13,33,HOME CARE,8,281.0
2017-08-13,33,LADIESWEAR,0,0.0
2017-08-13,33,LAWN AND GARDEN,0,0.0
2017-08-13,33,LINGERIE,0,11.0
2017-08-13,33,"LIQUOR,WINE,BEER",0,28.0
2017-08-13,33,MAGAZINES,0,2.0
2017-08-13,33,MEATS,0,330.482
2017-08-13,33,PERSONAL CARE,9,263.0
2017-08-13,33,PET SUPPLIES,0,1.0
2017-08-13,33,PLAYERS AND ELECTRONICS,0,2.0
2017-08-13,33,POULTRY,0,261.164
2017-08-13,33,PREPARED FOODS,0,31.0
2017-08-13,33,PRODUCE,4,1346.043
2017-08-13,33,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-08-13,33,SEAFOOD,0,0.0
2017-08-13,34,AUTOMOTIVE,0,4.0
2017-08-13,34,BABY CARE,0,0.0
2017-08-13,34,BEAUTY,1,2.0
2017-08-13,34,BEVERAGES,25,2810.0
2017-08-13,34,BOOKS,0,0.0
2017-08-13,34,BREAD/BAKERY,73,677.0
2017-08-13,34,CELEBRATION,0,4.0
2017-08-13,34,CLEANING,23,642.0
2017-08-13,34,DAIRY,16,675.0
2017-08-13,34,DELI,7,210.663
2017-08-13,34,EGGS,1,113.0
2017-08-13,34,FROZEN FOODS,0,56.0
2017-08-13,34,GROCERY I,53,4523.289
2017-08-13,34,GROCERY II,3,11.0
2017-08-13,34,HARDWARE,0,1.0
2017-08-13,34,HOME AND KITCHEN I,0,21.0
2017-08-13,34,HOME AND KITCHEN II,2,15.0
2017-08-13,34,HOME APPLIANCES,0,0.0
2017-08-13,34,HOME CARE,6,196.0
2017-08-13,34,LADIESWEAR,0,3.0
2017-08-13,34,LAWN AND GARDEN,0,5.0
2017-08-13,34,LINGERIE,0,1.0
2017-08-13,34,"LIQUOR,WINE,BEER",1,23.0
2017-08-13,34,MAGAZINES,0,1.0
2017-08-13,34,MEATS,0,165.617
2017-08-13,34,PERSONAL CARE,7,239.0
2017-08-13,34,PET SUPPLIES,0,3.0
2017-08-13,34,PLAYERS AND ELECTRONICS,0,9.0
2017-08-13,34,POULTRY,0,159.386
2017-08-13,34,PREPARED FOODS,1,22.0
2017-08-13,34,PRODUCE,3,634.453
2017-08-13,34,SCHOOL AND OFFICE SUPPLIES,0,9.0
2017-08-13,34,SEAFOOD,0,0.0
2017-08-13,35,AUTOMOTIVE,0,3.0
2017-08-13,35,BABY CARE,0,0.0
2017-08-13,35,BEAUTY,1,1.0
2017-08-13,35,BEVERAGES,26,1648.0
2017-08-13,35,BOOKS,0,0.0
2017-08-13,35,BREAD/BAKERY,27,168.0
2017-08-13,35,CELEBRATION,0,1.0
2017-08-13,35,CLEANING,19,457.0
2017-08-13,35,DAIRY,6,172.0
2017-08-13,35,DELI,4,100.0
2017-08-13,35,EGGS,1,81.0
2017-08-13,35,FROZEN FOODS,0,154.0
2017-08-13,35,GROCERY I,37,1973.0
2017-08-13,35,GROCERY II,2,4.0
2017-08-13,35,HARDWARE,0,0.0
2017-08-13,35,HOME AND KITCHEN I,1,6.0
2017-08-13,35,HOME AND KITCHEN II,1,4.0
2017-08-13,35,HOME APPLIANCES,0,0.0
2017-08-13,35,HOME CARE,4,94.0
2017-08-13,35,LADIESWEAR,0,0.0
2017-08-13,35,LAWN AND GARDEN,0,0.0
2017-08-13,35,LINGERIE,0,1.0
2017-08-13,35,"LIQUOR,WINE,BEER",4,27.0
2017-08-13,35,MAGAZINES,0,2.0
2017-08-13,35,MEATS,0,199.894
2017-08-13,35,PERSONAL CARE,8,79.0
2017-08-13,35,PET SUPPLIES,0,0.0
2017-08-13,35,PLAYERS AND ELECTRONICS,0,0.0
2017-08-13,35,POULTRY,1,55.579998
2017-08-13,35,PREPARED FOODS,0,27.0
2017-08-13,35,PRODUCE,2,405.799
2017-08-13,35,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-08-13,35,SEAFOOD,0,3.0
2017-08-13,36,AUTOMOTIVE,0,10.0
2017-08-13,36,BABY CARE,0,0.0
2017-08-13,36,BEAUTY,0,1.0
2017-08-13,36,BEVERAGES,30,4570.0
2017-08-13,36,BOOKS,0,0.0
2017-08-13,36,BREAD/BAKERY,72,713.0
2017-08-13,36,CELEBRATION,0,8.0
2017-08-13,36,CLEANING,22,781.0
2017-08-13,36,DAIRY,19,723.0
2017-08-13,36,DELI,7,242.869
2017-08-13,36,EGGS,1,125.0
2017-08-13,36,FROZEN FOODS,0,119.931
2017-08-13,36,GROCERY I,60,4543.867
2017-08-13,36,GROCERY II,3,16.0
2017-08-13,36,HARDWARE,0,0.0
2017-08-13,36,HOME AND KITCHEN I,1,19.0
2017-08-13,36,HOME AND KITCHEN II,1,18.0
2017-08-13,36,HOME APPLIANCES,0,0.0
2017-08-13,36,HOME CARE,5,256.0
2017-08-13,36,LADIESWEAR,0,0.0
2017-08-13,36,LAWN AND GARDEN,0,15.0
2017-08-13,36,LINGERIE,0,1.0
2017-08-13,36,"LIQUOR,WINE,BEER",5,105.0
2017-08-13,36,MAGAZINES,0,3.0
2017-08-13,36,MEATS,0,196.056
2017-08-13,36,PERSONAL CARE,8,227.0
2017-08-13,36,PET SUPPLIES,0,5.0
2017-08-13,36,PLAYERS AND ELECTRONICS,0,1.0
2017-08-13,36,POULTRY,0,86.841
2017-08-13,36,PREPARED FOODS,1,32.0
2017-08-13,36,PRODUCE,5,1142.276
2017-08-13,36,SCHOOL AND OFFICE SUPPLIES,0,2.0
2017-08-13,36,SEAFOOD,0,2.0
2017-08-13,37,AUTOMOTIVE,0,2.0
2017-08-13,37,BABY CARE,0,0.0
2017-08-13,37,BEAUTY,2,8.0
2017-08-13,37,BEVERAGES,8,1558.0
2017-08-13,37,BOOKS,0,0.0
2017-08-13,37,BREAD/BAKERY,8,333.391
2017-08-13,37,CELEBRATION,0,6.0
2017-08-13,37,CLEANING,7,451.0
2017-08-13,37,DAIRY,20,496.0
2017-08-13,37,DELI,8,105.733
2017-08-13,37,EGGS,0,68.0
2017-08-13,37,FROZEN FOODS,1,75.529
2017-08-13,37,GROCERY I,27,1842.0
2017-08-13,37,GROCERY II,0,16.0
2017-08-13,37,HARDWARE,0,3.0
2017-08-13,37,HOME AND KITCHEN I,1,36.0
2017-08-13,37,HOME AND KITCHEN II,1,30.0
2017-08-13,37,HOME APPLIANCES,0,0.0
2017-08-13,37,HOME CARE,8,136.0
2017-08-13,37,LADIESWEAR,0,10.0
2017-08-13,37,LAWN AND GARDEN,0,16.0
2017-08-13,37,LINGERIE,0,0.0
2017-08-13,37,"LIQUOR,WINE,BEER",5,81.0
2017-08-13,37,MAGAZINES,0,9.0
2017-08-13,37,MEATS,0,137.788
2017-08-13,37,PERSONAL CARE,7,151.0
2017-08-13,37,PET SUPPLIES,0,14.0
2017-08-13,37,PLAYERS AND ELECTRONICS,0,14.0
2017-08-13,37,POULTRY,0,213.526
2017-08-13,37,PREPARED FOODS,0,57.597
2017-08-13,37,PRODUCE,8,1444.556
2017-08-13,37,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-08-13,37,SEAFOOD,0,8.898
2017-08-13,38,AUTOMOTIVE,0,3.0
2017-08-13,38,BABY CARE,0,0.0
2017-08-13,38,BEAUTY,2,11.0
2017-08-13,38,BEVERAGES,10,2253.0
2017-08-13,38,BOOKS,0,0.0
2017-08-13,38,BREAD/BAKERY,12,430.342
2017-08-13,38,CELEBRATION,0,11.0
2017-08-13,38,CLEANING,12,865.0
2017-08-13,38,DAIRY,18,759.0
2017-08-13,38,DELI,4,158.747
2017-08-13,38,EGGS,0,100.0
2017-08-13,38,FROZEN FOODS,1,71.0
2017-08-13,38,GROCERY I,34,3448.0
2017-08-13,38,GROCERY II,0,25.0
2017-08-13,38,HARDWARE,0,0.0
2017-08-13,38,HOME AND KITCHEN I,1,37.0
2017-08-13,38,HOME AND KITCHEN II,2,19.0
2017-08-13,38,HOME APPLIANCES,0,0.0
2017-08-13,38,HOME CARE,7,314.0
2017-08-13,38,LADIESWEAR,0,34.0
2017-08-13,38,LAWN AND GARDEN,0,11.0
2017-08-13,38,LINGERIE,0,5.0
2017-08-13,38,"LIQUOR,WINE,BEER",5,250.0
2017-08-13,38,MAGAZINES,0,13.0
2017-08-13,38,MEATS,0,106.105
2017-08-13,38,PERSONAL CARE,12,424.0
2017-08-13,38,PET SUPPLIES,0,9.0
2017-08-13,38,PLAYERS AND ELECTRONICS,0,11.0
2017-08-13,38,POULTRY,2,94.22
2017-08-13,38,PREPARED FOODS,0,87.12
2017-08-13,38,PRODUCE,6,1910.769
2017-08-13,38,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-08-13,38,SEAFOOD,0,12.313
2017-08-13,39,AUTOMOTIVE,0,5.0
2017-08-13,39,BABY CARE,0,0.0
2017-08-13,39,BEAUTY,0,1.0
2017-08-13,39,BEVERAGES,32,4244.0
2017-08-13,39,BOOKS,0,0.0
2017-08-13,39,BREAD/BAKERY,76,678.0
2017-08-13,39,CELEBRATION,0,6.0
2017-08-13,39,CLEANING,25,1730.0
2017-08-13,39,DAIRY,19,558.0
2017-08-13,39,DELI,6,177.358
2017-08-13,39,EGGS,1,108.0
2017-08-13,39,FROZEN FOODS,1,72.0
2017-08-13,39,GROCERY I,63,4392.07
2017-08-13,39,GROCERY II,6,24.0
2017-08-13,39,HARDWARE,0,3.0
2017-08-13,39,HOME AND KITCHEN I,0,34.0
2017-08-13,39,HOME AND KITCHEN II,1,13.0
2017-08-13,39,HOME APPLIANCES,0,0.0
2017-08-13,39,HOME CARE,8,336.0
2017-08-13,39,LADIESWEAR,0,7.0
2017-08-13,39,LAWN AND GARDEN,0,9.0
2017-08-13,39,LINGERIE,2,3.0
2017-08-13,39,"LIQUOR,WINE,BEER",2,25.0
2017-08-13,39,MAGAZINES,0,8.0
2017-08-13,39,MEATS,0,68.965004
2017-08-13,39,PERSONAL CARE,9,280.0
2017-08-13,39,PET SUPPLIES,0,6.0
2017-08-13,39,PLAYERS AND ELECTRONICS,0,8.0
2017-08-13,39,POULTRY,0,160.18001
2017-08-13,39,PREPARED FOODS,0,41.238
2017-08-13,39,PRODUCE,4,1251.286
2017-08-13,39,SCHOOL AND OFFICE SUPPLIES,3,14.0
2017-08-13,39,SEAFOOD,0,12.0
2017-08-13,4,AUTOMOTIVE,0,6.0
2017-08-13,4,BABY CARE,0,0.0
2017-08-13,4,BEAUTY,2,7.0
2017-08-13,4,BEVERAGES,10,2863.0
2017-08-13,4,BOOKS,0,0.0
2017-08-13,4,BREAD/BAKERY,10,403.816
2017-08-13,4,CELEBRATION,0,10.0
2017-08-13,4,CLEANING,14,695.0
2017-08-13,4,DAIRY,23,919.0
2017-08-13,4,DELI,6,173.935
2017-08-13,4,EGGS,0,190.0
2017-08-13,4,FROZEN FOODS,1,110.0
2017-08-13,4,GROCERY I,28,3397.0
2017-08-13,4,GROCERY II,0,27.0
2017-08-13,4,HARDWARE,0,1.0
2017-08-13,4,HOME AND KITCHEN I,0,16.0
2017-08-13,4,HOME AND KITCHEN II,1,14.0
2017-08-13,4,HOME APPLIANCES,0,0.0
2017-08-13,4,HOME CARE,7,199.0
2017-08-13,4,LADIESWEAR,0,41.0
2017-08-13,4,LAWN AND GARDEN,0,27.0
2017-08-13,4,LINGERIE,0,1.0
2017-08-13,4,"LIQUOR,WINE,BEER",5,82.0
2017-08-13,4,MAGAZINES,0,8.0
2017-08-13,4,MEATS,0,345.605
2017-08-13,4,PERSONAL CARE,12,283.0
2017-08-13,4,PET SUPPLIES,0,13.0
2017-08-13,4,PLAYERS AND ELECTRONICS,0,14.0
2017-08-13,4,POULTRY,0,453.172
2017-08-13,4,PREPARED FOODS,0,76.337
2017-08-13,4,PRODUCE,8,2654.205
2017-08-13,4,SCHOOL AND OFFICE SUPPLIES,0,1.0
2017-08-13,4,SEAFOOD,0,34.833
2017-08-13,40,AUTOMOTIVE,0,1.0
2017-08-13,40,BABY CARE,0,0.0
2017-08-13,40,BEAUTY,1,2.0
2017-08-13,40,BEVERAGES,27,3597.0
2017-08-13,40,BOOKS,0,0.0
2017-08-13,40,BREAD/BAKERY,47,519.0
2017-08-13,40,CELEBRATION,0,3.0
2017-08-13,40,CLEANING,18,1237.0
2017-08-13,40,DAIRY,13,651.0
2017-08-13,40,DELI,6,254.0
2017-08-13,40,EGGS,1,227.0
2017-08-13,40,FROZEN FOODS,0,53.81
2017-08-13,40,GROCERY I,58,5364.0
2017-08-13,40,GROCERY II,3,8.0
2017-08-13,40,HARDWARE,0,2.0
2017-08-13,40,HOME AND KITCHEN I,0,16.0
2017-08-13,40,HOME AND KITCHEN II,0,25.0
2017-08-13,40,HOME APPLIANCES,0,0.0
2017-08-13,40,HOME CARE,8,373.0
2017-08-13,40,LADIESWEAR,0,0.0
2017-08-13,40,LAWN AND GARDEN,0,0.0
2017-08-13,40,LINGERIE,0,14.0
2017-08-13,40,"LIQUOR,WINE,BEER",2,10.0
2017-08-13,40,MAGAZINES,0,4.0
2017-08-13,40,MEATS,0,154.804
2017-08-13,40,PERSONAL CARE,8,288.0
2017-08-13,40,PET SUPPLIES,0,0.0
2017-08-13,40,PLAYERS AND ELECTRONICS,0,16.0
2017-08-13,40,POULTRY,0,148.19
2017-08-13,40,PREPARED FOODS,1,62.0
2017-08-13,40,PRODUCE,6,1044.284
2017-08-13,40,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-08-13,40,SEAFOOD,0,2.0
2017-08-13,41,AUTOMOTIVE,0,8.0
2017-08-13,41,BABY CARE,0,0.0
2017-08-13,41,BEAUTY,1,12.0
2017-08-13,41,BEVERAGES,13,2802.0
2017-08-13,41,BOOKS,0,0.0
2017-08-13,41,BREAD/BAKERY,10,635.786
2017-08-13,41,CELEBRATION,0,7.0
2017-08-13,41,CLEANING,12,1059.0
2017-08-13,41,DAIRY,21,896.0
2017-08-13,41,DELI,7,267.471
2017-08-13,41,EGGS,0,172.0
2017-08-13,41,FROZEN FOODS,1,187.974
2017-08-13,41,GROCERY I,33,4188.0
2017-08-13,41,GROCERY II,0,53.0
2017-08-13,41,HARDWARE,0,4.0
2017-08-13,41,HOME AND KITCHEN I,0,43.0
2017-08-13,41,HOME AND KITCHEN II,0,47.0
2017-08-13,41,HOME APPLIANCES,0,0.0
2017-08-13,41,HOME CARE,9,287.0
2017-08-13,41,LADIESWEAR,0,26.0
2017-08-13,41,LAWN AND GARDEN,0,21.0
2017-08-13,41,LINGERIE,0,9.0
2017-08-13,41,"LIQUOR,WINE,BEER",6,57.0
2017-08-13,41,MAGAZINES,0,17.0
2017-08-13,41,MEATS,0,278.601
2017-08-13,41,PERSONAL CARE,8,364.0
2017-08-13,41,PET SUPPLIES,0,16.0
2017-08-13,41,PLAYERS AND ELECTRONICS,0,16.0
2017-08-13,41,POULTRY,0,229.912
2017-08-13,41,PREPARED FOODS,0,92.673004
2017-08-13,41,PRODUCE,7,2439.396
2017-08-13,41,SCHOOL AND OFFICE SUPPLIES,0,0.0
2017-08-13,41,SEAFOOD,0,8.0
2017-08-13,42,AUTOMOTIVE,0,7.0
2017-08-13,42,BABY CARE,0,0.0
2017-08-13,42,BEAUTY,2,12.0
2017-08-13,42,BEVERAGES,11,1825.0
2017-08-13,42,BOOKS,0,0.0
2017-08-13,42,BREAD/BAKERY,11,392.885
2017-08-13,42,CELEBRATION,0,12.0
2017-08-13,42,CLEANING,13,596.0
2017-08-13,42,DAIRY,20,705.0
2017-08-13,42,DELI,6,141.925
2017-08-13,42,EGGS,0,145.0
2017-08-13,42,FROZEN FOODS,1,94.0
2017-08-13,42,GROCERY I,29,2527.0
2017-08-13,42,GROCERY II,0,33.0
2017-08-13,42,HARDWARE,0,1.0
2017-08-13,42,HOME AND KITCHEN I,0,19.0
2017-08-13,42,HOME AND KITCHEN II,1,9.0
2017-08-13,42,HOME APPLIANCES,0,0.0
